Planta,Puesto,Analisis
2,Gerente de Marketing,Analisis
2,Gerente de Operaciones (HCM),Analisis
2,Gerente de Programa,Analisis
2,Ing de Manufactura III (HCM),Analisis
2,Ing. de Manufactura II  (HCM),Analisis
2,Ingeniero de Moldeo "II" HCM,Analisis
2,Ingeniero Jr. (HCM),Analisis
2,Sup. de  Produccion "II" (IRR),Analisis
2,Tec de maquinas y herramientas,Analisis
2,Supervisor de Moldeo  (IR) - Nivel 1,Analisis
2,Supervisor de Moldeo  (IR) - Nivel 2,Analisis
2,Supervisor de Moldeo  (IR) - Nivel 3,Analisis
2,Supervisor de Moldeo  (IR) - Nivel 4,Analisis
2,Planner/Buyer Sr. (FX),Analisis
2,Supervisor de conteos ciclicos - Nivel 1,Analisis
2,Supervisor de conteos ciclicos - Nivel 2,Analisis
2,Supervisor de conteos ciclicos - Nivel 3,Analisis
2,Supervisor de conteos ciclicos - Nivel 4,Analisis
2,Planner/Buyer (FX),Analisis
2,Supervisor de Materiales (HCM) - Nivel 1,Analisis
2,Supervisor de Materiales (HCM) - Nivel 2,Analisis
2,Supervisor de Materiales (HCM) - Nivel 3,Analisis
2,Supervisor de Materiales (HCM) - Nivel 4,Analisis
2,Planner/Buyer (HCM),Analisis
2,Asistente Engagement Organizacional,Analisis
2,Practicas Profesionales,Analisis
2,Supervisor Engagement Organizacional - Nivel 1,Analisis
2,Supervisor Engagement Organizacional - Nivel 2,Analisis
2,Supervisor Engagement Organizacional - Nivel 3,Analisis
2,Supervisor Engagement Organizacional - Nivel 4,Analisis
2,Supervisor Relaciones Laborales - Nivel 1,Analisis
2,Supervisor Relaciones Laborales - Nivel 2,Analisis
2,Supervisor Relaciones Laborales - Nivel 3,Analisis
2,Supervisor Relaciones Laborales - Nivel 4,Analisis
2,Ingeniero Proyectos de Tooling,Analisis
2,Asistente de control de doctos,Analisis
2,Supervisor de Calidad Sr. (FX) - Nivel 1,Analisis
2,Supervisor de Calidad Sr. (FX) - Nivel 2,Analisis
2,Supervisor de Calidad Sr. (FX) - Nivel 3,Analisis
2,Supervisor de Calidad Sr. (FX) - Nivel 4,Analisis
2,Ing. de Manufactura "I" (FX),Analisis
2,Principal Ingeniero Procesos,Analisis
2,Supervisor de Mantenimiento - Nivel 1,Analisis
2,Supervisor de Mantenimiento - Nivel 2,Analisis
2,Supervisor de Mantenimiento - Nivel 3,Analisis
2,Supervisor de Mantenimiento - Nivel 4,Analisis
2,Supervisor de Toolcrib - Nivel 1,Analisis
2,Supervisor de Toolcrib - Nivel 2,Analisis
2,Supervisor de Toolcrib - Nivel 3,Analisis
2,Supervisor de Toolcrib - Nivel 4,Analisis
2,Gerente de Materiales (FX),Analisis
2,Ingeniero de Proceso (IR),Analisis
2,Gerente de Calidad (HCM),Analisis
2,Ingeniero de Calidad "I" (HCM),Analisis
2,Analista Engagement Organizacional,Analisis
2,Asesor de Salud y Bienestar,Analisis
2,Operador de Residuos Peligroso,Analisis
2,Supervisor de Ingenieria (HCM) - Nivel 1,Analisis
2,Supervisor de Ingenieria (HCM) - Nivel 2,Analisis
2,Supervisor de Ingenieria (HCM) - Nivel 3,Analisis
2,Supervisor de Ingenieria (HCM) - Nivel 4,Analisis
2,Limpiador de Moldes (IRR),Analisis
2,Sup. de  Produccion "I"  (FX),Analisis
2,Sup. de  Produccion "II"(FX),Analisis
2,Sup. de Produccion "I" (HCM),Analisis
2,Supervisor de Moldeo Jr. (HCM) - Nivel 1,Analisis
2,Supervisor de Moldeo Jr. (HCM) - Nivel 2,Analisis
2,Supervisor de Moldeo Jr. (HCM) - Nivel 3,Analisis
2,Supervisor de Moldeo Jr. (HCM) - Nivel 4,Analisis
3,Ing Asociado Sistemas Manufact,Analisis
